"","recordID","survivorShip","gender","productType","issueDate","matDate","birthDate","currentDate","baseFee","riderFee","rollUpRate","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","FundNum1","FundNum2","FundNum3","FundNum4","FundNum5","FundNum6","FundNum7","FundNum8","FundNum9","FundNum10","FundFee1","FundFee2","FundFee3","FundFee4","FundFee5","FundFee6","FundFee7","FundFee8","FundFee9","FundFee10","age","ttm","fmv","Delta1","Delta2","Delta3","Delta4","Delta5","Rho1y","Rho2y","Rho3y","Rho4y","Rho5y","Rho7y","Rho10y","Rho30y"
"162271",162271,1,"F","DBMB",38838,45778,25385,41791,0.02,0.0075,0,355087.130091,0,0,0,31028.344247,27376.57638,16202.96327,17940.816256,27173.480226,29698.786238,22598.449627,24277.120502,19202.07791,24176.065694,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,44.9479452054794,10.9232876712329,80043.860702,-44953.93145,-27252.00185,-26422.2842,-22152.54505,-22076.9139,0.412638,1.85772,2.159915,2.752669,6.341774,18.245908,-242.16322,-46.76168
"162276",162276,1,"F","DBMB",40391,50253,26816,41791,0.02,0.0075,0,356401.1502,0,0,0,0,0,0,249146.873674,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.027397260274,23.1835616438356,24235.69842,0,0,0,-133450.6429,0,0.429594,1.587218,1.857834,2.294384,4.468371,10.761036,-6.402917,-391.459066
"162404",162404,1,"F","DBMB",38384,45689,28034,41791,0.02,0.0075,0,141356.644188,0,0,0,12500.355515,11532.417327,6974.428637,6476.412765,11208.915377,12196.377731,9421.20717,9266.935306,8226.534536,9816.559101,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.6904109589041,10.6794520547945,31311.730564,-17958.78485,-11260.7099,-11069.0754,-8223.7353,-9022.07625,0.170142,0.759299,0.881741,1.166649,2.635516,8.146084,-100.397658,-14.158264
"162411",162411,1,"M","DBMB",38384,45323,25173,41791,0.02,0.0075,0,159656.260687,0,0,0,15368.225848,14178.220279,8574.523687,0,13780.499509,14994.508538,11582.649739,11392.984347,10113.891604,12068.704537,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.5287671232877,9.67671232876712,37142.453632,-22873.958,-14450.64045,-14112.8712,-5140.68055,-11355.99225,0.161327,0.824379,0.982553,1.287242,2.921731,1.886851,-114.363361,0
"162514",162514,1,"F","DBMB",39234,45444,19756,41791,0.02,0.0075,0,218062.676939,0,0,0,0,21656.28088,12124.934097,16199.431671,22295.349983,22796.0921,0,20000.933109,14602.857712,19351.10563,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.3698630136986,10.0082191780822,52428.872942,-17937.07185,-24019.6559,-16713.3474,-20503.21515,-19081.1062,0.193316,1.070483,1.091982,1.386182,3.384196,9.22953,-167.281771,-2.258693
"162726",162726,1,"F","DBMB",38200,45139,19937,41791,0.02,0.0075,0,369027.995517,0,0,0,32668.56339,31614.195133,19772.264239,15087.98532,27478.972927,32503.318196,25650.23475,22878.382756,23093.819205,25431.596973,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.8739726027397,9.17260273972603,91206.505405,-50908.4882,-33549.1894,-33204.5612,-21085.0523,-23301.116,0.297803,1.879406,1.90889,2.361499,6.599901,-33.437914,-218.759986,0
"162728",162728,1,"F","DBMB",37043,45078,22586,41791,0.02,0.0075,0,164318.971843,0,0,0,0,20865.354495,0,9904.147988,20760.299357,0,15518.837786,14569.335937,0,16888.063152,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.6164383561644,9.00547945205479,50768.758146,-13818.7938,-17811.96885,-8336.9767,-15453.6509,-19074.0596,0.177245,0.932501,0.980835,1.155401,2.492704,-23.879563,-97.164851,0
"163367",163367,1,"M","DBMB",37104,43678,22616,41791,0.02,0.0075,0,191820.453528,0,0,0,16604.926665,17944.973892,9884.636432,0,16089.306928,17352.317649,12959.265591,11729.337797,12040.064691,13734.248151,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.5342465753425,5.16986301369863,62766.350653,-34125.80995,-24811.55465,-21978.6653,-7030.6282,-15889.30265,0.037295,0.867007,0.984754,1.21986,-75.498897,-15.179387,0,0
"164005",164005,1,"F","DBMB",38869,48731,27638,41791,0.02,0.0075,0,149029.298804,0,0,0,0,20562.223915,0,13565.862196,20346.541704,0,17068.26429,18322.656517,14505.175771,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.7753424657534,19.013698630137,17894.99886,-7606.19305,-7741.8671,-7171.1835,-10967.757,-11615.06725,0.161279,0.614161,0.713667,0.879683,2.083234,5.24839,-19.4075,-123.120922
"164054",164054,1,"M","DBMB",38534,48396,28157,41791,0.02,0.0075,0,197235.26594,0,0,0,17749.293556,15820.380011,10515.545728,9575.686751,15960.488795,17070.866421,13782.178804,13420.824475,12047.849909,14116.330666,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.3534246575342,18.0958904109589,26588.937139,-16618.1096,-9249.60925,-10445.32015,-8767.4494,-10048.5088,0.198541,0.774453,0.892204,1.167936,2.887097,7.218035,-31.025185,-148.508552
"164166",164166,1,"M","DBMB",38687,48914,19633,41791,0.02,0.0075,0,368155.999922,0,0,0,32349.211911,29743.298199,17781.502316,17951.793111,28669.960222,31499.867834,24180.550144,24802.100373,21016.446989,25555.916682,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.7068493150685,19.5150684931507,57286.962256,-33723.04095,-19386.80385,-20501.8683,-17630.36185,-19258.44375,0.109483,0.949798,0.827234,0.987931,2.139953,6.03275,-56.421575,-252.768214
"164477",164477,1,"F","DBMB",38384,48611,22313,41791,0.02,0.0075,0,202287.055835,0,0,0,19921.753431,18379.155232,11115.111683,10321.426304,17863.591808,0,15014.530269,14768.66798,13110.586528,15644.600646,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.3643835616438,18.6849315068493,28953.57098,-15733.43495,-8721.0682,-12027.2504,-10032.79235,-11722.6569,0.182719,0.762202,0.858463,1.097526,2.321015,6.372778,-29.742248,-155.929952
"164824",164824,1,"M","DBMB",37104,45139,24777,41791,0.02,0.0075,0,416277.610135,0,0,0,32431.542911,35048.826324,19305.957627,14851.175909,31424.471699,33891.292974,25311.101131,22908.895038,23515.784355,26824.741068,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.613698630137,9.17260273972603,117888.834986,-55330.2354,-39363.05665,-35870.88385,-22190.74835,-27469.48185,0.407776,2.180613,2.350367,2.820602,6.414818,-41.016823,-253.558031,0
"164960",164960,1,"M","DBMB",36982,46113,21794,41791,0.02,0.0075,0,170859.620959,0,0,0,11604.43652,13238.806068,6616.57568,5963.202344,12656.469609,12402.269144,8867.879797,8691.742065,8307.519931,10092.230474,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,54.786301369863,11.841095890411,47984.277691,-19360.6748,-14024.51595,-12134.9274,-8342.5453,-10709.0793,0.13342,0.775918,0.784723,0.95267,1.950145,5.062105,-103.377205,-39.63221
"165425",165425,1,"M","DBMB",39295,49157,22737,41791,0.02,0.0075,0,200000.089561,0,0,0,21983.322928,21095.987436,0,14808.596358,20315.13265,21746.917563,16114.373584,18547.201736,0,18176.795536,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.2027397260274,20.1808219178082,20466.046483,-18010.3572,-8408.2386,-4057.58105,-11667.8472,-11950.7692,0.119259,0.611093,0.711364,1.098199,2.278127,5.535381,-14.577487,-157.116097
"165460",165460,1,"M","DBMB",38596,45536,27760,41791,0.02,0.0075,0,163160.181678,0,0,0,20349.637551,18456.345282,11325.091701,10995.511568,0,0,15310.23866,15397.662486,13285.64466,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.441095890411,10.2602739726027,43808.557323,-22031.2184,-12769.81585,-16942.71635,-12297.3712,0,0.193308,0.885882,0.998907,1.303288,2.798929,9.087099,-123.733007,-7.383455
"165519",165519,1,"M","DBMB",38808,48670,25020,41791,0.02,0.0075,0,167735.782337,0,0,0,20850.80524,0,10712.593253,12378.326201,18958.456694,0,0,16532.710583,12646.458691,16311.019147,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.9479452054794,18.8465753424658,23480.993107,-15968.47465,-3409.6465,-10556.68145,-12806.6784,-13544.0636,0.161509,0.684228,0.753443,0.900471,1.793763,4.73777,-29.086902,-133.223681
"165659",165659,1,"F","DBMB",38047,48639,24807,41791,0.02,0.0075,0,188736.283519,0,0,0,16485.638696,14951.966853,9643.110677,7593.909131,14353.338226,15988.371216,12725.51656,11533.79314,11163.008668,12671.670583,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.5315068493151,18.7616438356164,27330.190795,-15406.571,-8688.83265,-9800.80665,-7357.27295,-9159.80375,0.187456,0.731731,0.855889,1.167897,2.410286,6.499761,-24.52808,-150.038775
"166124",166124,1,"F","DBMB",38687,49279,19419,41791,0.02,0.0075,0,436168.221612,0,0,0,38325.32468,35238.000965,21066.412729,21268.16262,33966.377205,37319.074895,28647.6047,29383.97857,24898.973017,30277.053024,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.2931506849315,20.5150684931507,59224.830006,-36367.4488,-20418.68655,-22120.76915,-19470.58585,-21605.4107,0.271771,1.336933,1.378254,1.74187,3.698343,10.366851,-40.259344,-343.914926
"166472",166472,1,"M","DBMB",40695,50192,25082,41791,0.02,0.0075,0,385076.085393,0,0,0,48514.778386,43838.056747,33857.916346,29717.509061,35245.948826,46667.407225,40644.40253,38238.201034,36703.726056,38033.150698,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.7780821917808,23.0164383561644,17438.42658,-1977.75785,4170.43105,-814.348,-8587.43975,-9911.8696,1.442181,2.420943,3.311234,4.17803,7.310521,17.700896,44.636772,-360.959944
"166739",166739,1,"F","DBMB",39448,48945,22098,41791,0.02,0.0075,0,389318.429911,0,0,0,37158.170488,37443.24664,19990.463879,22590.509416,31208.734515,37476.613765,27446.443528,29735.247618,24399.232983,29856.051893,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.9534246575342,19.6,43076.51686,-27277.34325,-14635.43975,-16553.69645,-17294.53255,-17743.50665,0.32279,1.373242,1.639235,2.194305,5.06968,12.133111,-26.874122,-306.0478
"167180",167180,1,"F","DBMB",39479,48245,26146,41791,0.02,0.0075,0,391820.003626,0,0,0,38860.288243,39370.073655,19986.692547,22781.941887,31362.823265,39277.844362,28057.271922,30530.607771,24759.226132,30501.46499,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.8630136986301,17.6821917808219,45086.00836,-27702.35285,-14876.2622,-16178.85865,-17360.42335,-17641.50805,0.391462,1.570273,1.922591,2.909493,6.318642,16.329495,-53.357185,-279.364839
"167764",167764,1,"F","DBMB",39630,45474,22706,41791,0.02,0.0075,0,384169.625283,0,0,0,46396.475187,43428.896048,25102.468526,26790.969261,34991.133941,45415.541368,34354.347056,36123.395023,0,35555.782874,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.2876712328767,10.0904109589041,57393.511304,-44551.1065,-23062.90815,-19402.50625,-25001.98535,-22815.94815,0.518811,2.441116,3.795974,5.357645,11.969226,33.244694,-277.132174,-8.4074
"167926",167926,1,"M","DBMB",38991,45200,19968,41791,0.02,0.0075,0,404573.703385,0,0,0,35913.374179,32648.969138,19273.99242,22364.880792,33060.153423,34777.911322,26514.109105,29156.828222,22853.668769,29003.671704,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.7890410958904,9.33972602739726,95689.725291,-56999.52405,-35560.2343,-34002.34775,-28800.78795,-28061.27065,0.188204,1.667745,1.585449,2.394537,5.230749,-26.009059,-246.415608,0
"168566",168566,1,"M","DBMB",38473,45047,19633,41791,0.02,0.0075,0,160292.434346,0,0,0,15005.780963,14175.358606,8887.011703,7705.356371,0,14775.203249,11650.062573,11072.085952,10363.948374,11897.119856,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.7068493150685,8.92054794520548,44394.132658,-24382.16095,-15814.7828,-15561.02445,-10762.6914,-1602.1632,0.059996,0.647684,0.626336,0.808186,2.288427,-22.705613,-82.246642,0
"168795",168795,1,"M","DBMB",37196,45231,22402,41791,0.02,0.0075,0,390003.536333,0,0,0,33890.815624,37663.338252,21463.63769,15460.379916,32602.34858,35792.054396,27275.143344,0,25868.213078,28395.405844,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.1205479452055,9.42465753424658,103348.243942,-46953.3823,-39283.69865,-36824.2164,-14375.22615,-27726.7297,0.298143,1.850512,1.91854,2.593428,5.942023,-17.59558,-253.049835,0
"169679",169679,1,"F","DBMB",37956,48549,19176,41791,0.02,0.0075,0,193479.645857,0,0,0,0,22797.357573,14347.563705,11026.467709,20948.84593,0,18793.481926,0,16733.113785,18728.544458,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.958904109589,18.5150684931507,33553.260943,-6140.0001,-12735.0917,-17290.2007,-7886.8939,-14738.98975,0.132393,0.674621,0.687559,0.829017,1.721025,4.631856,-36.510045,-139.366189
"170167",170167,1,"M","ABRU",41334,47178,22282,41791,0.02,0.006,0.05,195169.372267,0,0,0,21619.228782,21053.599987,19483.909858,16264.532117,17854.834451,21407.580633,20542.249516,18783.004378,19972.620629,19200.831901,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.4493150684931,14.758904109589,162296.965666,-32232.1288,-20599.0916,-25432.5913,-17195.32065,-14921.6654,0.790959,2.848479,3.383442,4.209091,8.22229,19.99177,-12.022739,-685.10769
"170296",170296,1,"F","ABRU",38139,47270,26634,41791,0.02,0.006,0.05,589237.095916,0,0,0,39891.078833,36796.001731,24015.08111,19276.49376,34883.589101,0,31237.704921,28583.110475,27697.132704,31259.516997,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.5260273972603,15.0109589041096,882300.745608,-50360.07375,-30244.53865,-39867.0481,-27341.9784,-38826.51615,3.308201,11.578825,13.882725,17.328462,33.789066,82.055927,176.983961,-3200.685107
"170379",170379,1,"M","ABRU",38838,44317,26604,41791,0.02,0.006,0.05,683427.151011,0,0,0,43206.827862,38121.757761,22562.552461,24982.504819,37838.947292,41355.424398,31468.238047,33805.779585,26738.805921,33665.061226,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.6082191780822,6.92054794520548,1081209.274826,-84885.32925,-48526.86435,-48212.4056,-43309.5595,-54330.1785,3.75806,13.844795,16.329692,20.26416,38.874978,-187.032268,388.051383,-3515.177721
"171166",171166,1,"F","ABRU",36861,46722,19633,41791,0.02,0.006,0.05,692237.401824,0,0,0,23785.771729,28549.739621,12992.745902,13009.52256,28133.465299,25946.809762,17794.717139,18434.717765,16783.779922,21373.617961,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.7068493150685,13.5095890410959,836913.850382,-39674.42965,-29063.5312,-23141.20945,-17283.25665,-27594.134,2.643902,9.817649,11.549435,14.320318,28.026387,68.241307,-233.637689,-2006.348911
"171238",171238,1,"M","ABRU",40695,49096,19845,41791,0.02,0.006,0.05,405316.585791,0,0,0,46460.296277,41981.622352,32424.116468,28459.045296,33753.369169,44691.156764,38923.211574,36618.906821,35149.413103,36422.539865,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.1260273972603,20.013698630137,259086.445145,-48626.4443,-31055.2938,-33164.97125,-22578.2868,-20205.82195,1.234387,4.394669,5.23997,6.527385,12.742233,30.968412,16.006285,-1120.206404
"171507",171507,1,"M","ABRU",38384,43862,21217,41791,0.02,0.006,0.05,549322.752922,0,0,0,36107.264158,33311.375689,20145.630006,18707.111668,32376.940637,35229.224637,27213.147302,26767.533182,0,28355.120953,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.3671232876712,5.67397260273973,723197.58271,-72060.93465,-39041.2798,-30946.93255,-32652.50955,-41794.15605,2.181901,8.74296,10.046998,12.349395,-86.899673,-45.507526,112.747513,-1855.726697
"171635",171635,1,"F","ABRU",40725,46935,25112,41791,0.02,0.006,0.05,160737.358506,0,0,0,18885.874193,17370.614519,13153.650793,11226.780648,13398.271055,18295.486859,15806.053083,14661.637895,14343.328309,14691.051233,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.6958904109589,14.0931506849315,185121.923218,-29810.26595,-18354.756,-20334.4113,-14135.1368,-13212.20005,0.861468,3.027229,3.624985,4.522528,8.82094,21.425419,37.775015,-820.989619
"171745",171745,1,"M","ABRU",39356,44835,20424,41791,0.02,0.006,0.05,404675.219046,0,0,0,25649.937358,24874.598071,13152.257729,18068.55809,24616.817752,25479.284508,18500.059719,22127.535712,16104.25819,21462.942807,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.5397260273973,8.33972602739726,481546.798756,-48065.592,-30391.357,-26929.1894,-25843.1824,-27797.27365,1.593934,6.170809,7.165809,8.842829,17.354966,-73.761721,-45.961571,-1188.032551
"171833",171833,1,"M","ABRU",39630,48761,22678,41791,0.02,0.006,0.05,442766.708057,0,0,0,37999.656499,35569.148848,20559.432099,21942.348532,28658.450128,37196.251757,28136.908722,29585.794975,24478.487978,29120.909084,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.3643835616438,19.0958904109589,460719.432844,-49763.0396,-31744.3678,-29076.62075,-23026.24775,-23401.0377,1.89379,6.655702,7.969865,9.943232,19.393785,47.104366,83.665934,-1806.498077
"172002",172002,1,"F","ABRU",37987,44197,20880,41791,0.02,0.006,0.05,421818.283646,0,0,0,23687.066505,21844.205721,14156.923446,10988.275918,20831.443306,23127.859069,18483.219893,16631.740925,16364.736574,18410.598609,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.2904109589041,6.59178082191781,611867.950093,-46677.9457,-28457.75155,-29050.1198,-20178.23355,-28663.57295,1.942491,7.446779,8.673726,10.715349,-2.757346,-122.414326,173.001395,-1718.553471
"172240",172240,1,"F","ABRU",37530,45200,26665,41791,0.02,0.006,0.05,742009.9417,0,0,0,58979.231041,64261.750874,0,20571.977988,42457.558457,61630.17337,0,36035.56409,43953.479968,43520.20225,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.441095890411,9.33972602739726,1106215.375614,-95272.0188,-78944.73355,-29162.08285,-37408.53885,-51659.91475,4.064076,14.62911,17.382824,21.627358,42.24969,31.957958,111.433309,-3682.366291
"172254",172254,1,"M","ABRU",37834,46966,24807,41791,0.02,0.006,0.05,587799.622164,0,0,0,36487.041774,34660.036634,23325.948455,15096.380361,29004.10785,36063.535838,29455.521927,24217.161425,26679.533602,27733.531303,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.5315068493151,14.1780821917808,787128.90806,-59642.9899,-38647.9003,-38709.2639,-22400.9602,-30991.48125,2.898837,10.338002,12.319273,15.344168,29.956478,72.808951,26.784959,-2616.038975
"172271",172271,1,"M","ABRU",40575,48976,27546,41791,0.02,0.006,0.05,409409.027477,0,0,0,42799.316627,38741.663685,28964.351001,26449.082109,31511.115332,41202.219424,35317.438595,33889.04291,31719.494868,33523.871112,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.027397260274,19.6849315068493,474557.655265,-60946.3311,-37542.2515,-40466.8767,-29457.6684,-28378.76335,2.159698,7.434879,8.965147,11.212175,21.839854,52.996824,200.366583,-2215.148076
"172337",172337,1,"F","ABRU",39845,50072,28185,41791,0.02,0.006,0.05,325199.584321,0,0,0,49142.236749,49696.910493,30038.850494,16607.390488,21096.367504,49562.474289,38618.768627,29016.737538,35224.687001,31068.690133,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.2767123287671,22.6876712328767,348898.163621,-60180.90295,-39366.46085,-39090.49555,-21004.70155,-19212.67385,1.743257,5.934497,7.181605,8.992376,17.505645,42.456159,206.082109,-1854.919384
"172641",172641,1,"F","ABRU",39264,49857,20637,41791,0.02,0.006,0.05,223996.935302,0,0,0,0,0,0,16714.128503,22920.762931,24763.761002,17995.200842,20999.22572,15641.795225,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.9561643835616,22.0986301369863,230836.557462,-15522.4475,-6408.54715,-8604.9867,-12780.25695,-14379.8233,0.918088,3.175358,3.822377,4.777548,9.30811,22.592435,74.846327,-926.546423
"173078",173078,1,"M","ABRU",41579,49614,26512,41791,0.02,0.006,0.05,159156.926119,0,0,0,16917.127737,16040.154885,15931.306216,15469.545029,15812.388663,16568.050507,16418.526262,16189.033419,15971.677972,16042.596282,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.8602739726027,21.4328767123288,161490.276637,-24104.60285,-14933.21115,-18805.45665,-14699.00675,-12967.51945,0.801901,2.749962,3.319814,4.153796,8.089943,19.627428,81.490161,-833.127778
"173445",173445,1,"M","ABRU",38200,46600,19391,41791,0.02,0.006,0.05,246640.292866,0,0,0,15619.358261,15115.248076,9453.433109,7213.805068,13138.132757,15540.351914,12263.784032,10938.517634,11041.521217,12159.249843,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.3698630136986,13.1753424657534,222669.596029,-23346.5461,-15853.8638,-14782.3428,-8945.71665,-10705.4054,0.749872,2.878939,3.351544,4.139805,8.119477,19.799526,-130.044896,-475.272312
"173774",173774,1,"M","ABRU",37165,44470,27242,41791,0.02,0.006,0.05,449770.780884,0,0,0,21388.607411,23743.51724,13014.235919,8916.329545,19208.60782,22578.634364,16875.235241,14394.942193,15871.611978,17228.655409,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.8602739726027,7.33972602739726,740655.991535,-41828.66885,-27318.648,-24957.70185,-18184.48205,-30160.98065,2.4226,8.954726,10.553114,13.091416,25.616047,-126.428959,245.07721,-2254.766255
"173918",173918,1,"F","ABRU",38047,46082,19450,41791,0.02,0.006,0.05,209951.011473,0,0,0,17018.004553,15434.806299,0,7839.136994,14816.846334,16504.678961,0,11906.250512,11523.492407,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.2082191780822,11.7561643835616,227060.171597,-22737.63645,-16901.8135,-5277.72635,-9392.5251,-12429.2306,0.767921,2.903012,3.396043,4.201942,8.233481,20.063635,-102.500555,-532.03369
"173974",173974,1,"M","ABRU",38261,47392,22190,41791,0.02,0.006,0.05,580274.158391,0,0,0,45150.260228,42142.15706,26569.645882,0,38606.737145,44270.344646,0,32059.655244,30956.277448,34999.937107,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.7013698630137,15.3452054794521,656063.754251,-57416.838,-43429.67035,-31627.16455,-14310.33075,-35476.0685,2.411323,8.718699,10.344534,12.863759,25.132867,61.124078,-57.031406,-2060.184487
"174460",174460,1,"M","ABRU",39295,49157,25143,41791,0.02,0.006,0.05,441982.482745,0,0,0,29271.062057,28089.564049,15500.099563,19717.826299,27049.846396,28956.285436,21456.484569,24695.824866,18740.041165,24202.624502,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.6109589041096,20.1808219178082,548403.145792,-39984.9094,-25006.93135,-22593.3577,-21065.22325,-24366.4231,2.169373,7.501986,9.032007,11.289847,21.996057,53.385906,178.851598,-2193.115373
"175350",175350,1,"F","ABRU",37257,44197,26359,41791,0.02,0.006,0.05,405180.771255,0,0,0,18231.190928,19244.764334,12103.870673,8319.408763,17274.975368,18855.893374,15019.616858,12824.716366,14155.434965,15209.27459,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,6.59178082191781,696080.482158,-36675.17305,-22858.8935,-22937.57785,-16911.02645,-28351.18415,2.262761,8.359177,9.851527,12.22099,3.083258,-93.95977,269.424929,-2177.431374
"175353",175353,1,"M","ABRU",39417,46357,27061,41791,0.02,0.006,0.05,580839.641313,0,0,0,0,0,0,0,0,0,283370.91506,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.3561643835616,12.5095890410959,844463.572325,-99789.2757,0,-99789.2757,0,0,3.089791,11.02441,13.133416,16.360057,31.944575,77.641827,21.529637,-2778.563252
