"","recordID","survivorShip","gender","productType","issueDate","matDate","birthDate","currentDate","baseFee","riderFee","rollUpRate","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","FundNum1","FundNum2","FundNum3","FundNum4","FundNum5","FundNum6","FundNum7","FundNum8","FundNum9","FundNum10","FundFee1","FundFee2","FundFee3","FundFee4","FundFee5","FundFee6","FundFee7","FundFee8","FundFee9","FundFee10","age","ttm","fmv","Delta1","Delta2","Delta3","Delta4","Delta5","Rho1y","Rho2y","Rho3y","Rho4y","Rho5y","Rho7y","Rho10y","Rho30y"
"82538",82538,1,"M","MBSU",39692,48823,21002,41791,0.02,0.006,0,357613.416569,0,0,0,42820.223229,38939.148667,26277.819685,22929.712636,29507.286603,41429.884592,33737.039094,32072.165926,29829.407328,32298.790252,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.9561643835616,19.2657534246575,20014.312124,-8354.53655,-1668.8623,-5391.7169,-8323.7697,-8861.75245,0.519857,1.389523,2.014789,2.901179,5.263156,13.467431,1.502897,-219.319387
"82911",82911,1,"F","MBSU",37288,44958,19876,41791,0.02,0.006,0,284255.253926,0,0,0,23526.903116,25081.398079,15253.940029,10483.099306,21754.742157,24429.195828,19152.407357,16352.141908,18017.771331,19382.706416,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.041095890411,8.67671232876712,70111.594075,-36709.00915,-25898.08965,-25105.92205,-14705.5096,-17909.5802,0.315813,1.53243,1.7483,2.395122,5.729821,-52.244792,-132.962959,0
"83612",83612,1,"M","MBSU",38353,45658,28065,41791,0.02,0.006,0,401132.922085,0,0,0,36165.669456,33206.359011,20562.558965,18195.581551,31957.94894,35218.943594,27517.208502,26422.406906,24084.233186,28235.366965,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.6054794520548,10.5945205479452,86495.2433,-49065.9313,-30583.73875,-30760.69815,-22337.42295,-24783.8764,0.488832,2.13727,2.504793,3.438963,7.738964,23.080464,-280.633904,-35.261624
"84681",84681,1,"M","MBSU",38322,45261,25447,41791,0.02,0.006,0,390420.907915,0,0,0,34746.708428,31284.451835,19827.348399,17895.169471,31623.908463,33574.213507,26485.585171,25686.862841,23063.379502,27332.793432,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,44.7780821917808,9.50684931506849,90391.701539,-51067.61025,-31981.0714,-31878.85915,-23029.74295,-25496.52485,0.467341,2.11995,2.389518,3.313356,7.446124,-7.071211,-263.457016,0
"84959",84959,1,"M","MBSU",38473,45047,20486,41791,0.02,0.006,0,402691.348782,0,0,0,38923.644917,36769.604081,23052.1083,19987.000748,34104.514723,38325.547084,30219.213513,28719.99419,0,30860.057862,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.3698630136986,8.92054794520548,88863.572911,-56168.90565,-31726.82755,-25445.87325,-25040.12365,-26778.11705,0.439367,2.125079,2.542772,3.342298,8.536626,-50.834479,-206.313286,0
"85945",85945,1,"M","MBSU",38322,48914,21186,41791,0.02,0.006,0,204881.961237,0,0,0,0,18294.071486,11594.351434,10464.479649,18492.574047,19633.045361,15487.859306,15020.793957,13486.671128,15983.277559,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.4520547945205,19.5150684931507,19814.246057,-8420.7212,-7399.2789,-8566.1319,-7292.5965,-8828.0538,0.168785,0.618227,0.729976,0.945282,1.987607,5.614014,-13.434613,-132.23067
"86123",86123,1,"F","MBSU",40575,48976,22160,41791,0.02,0.006,0,317425.759631,0,0,0,48017.494785,43465.124693,32495.74252,29673.807021,35353.013444,0,39623.411241,38020.862702,35586.799029,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.7835616438356,19.6849315068493,19800.086041,-5259.06645,1691.1103,-2509.53935,-9131.57145,-9858.68125,0.71251,1.502106,2.057798,3.051027,5.414695,14.699506,9.54576,-233.785714
"86516",86516,1,"M","MBSU",38169,45474,21337,41791,0.02,0.006,0,134559.995575,0,0,0,12336.461935,11814.718029,7440.347983,5736.54383,10386.193203,12223.186202,9669.200474,8669.102312,8672.350299,9591.948377,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.0383561643836,10.0904109589041,27608.313771,-15879.636,-10192.1986,-10302.32145,-6827.5478,-7644.7039,0.156252,0.758923,0.864841,0.99811,2.874658,8.396185,-96.404109,-2.817833
"87447",87447,1,"F","MBSU",37591,45627,28095,41791,0.02,0.006,0,261456.744986,0,0,0,27127.260879,28738.963696,16629.551609,9396.513662,19278.166618,28027.259367,21449.477555,16496.387829,0,19768.462509,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.5232876712329,10.5095890410959,56252.274004,-35172.63645,-21140.4073,-16649.6398,-12702.34315,-15017.5556,0.333788,1.448407,1.652988,2.332072,5.451442,16.452635,-185.727291,-20.394474
"88588",88588,1,"F","MBSU",38808,46113,22160,41791,0.02,0.006,0,273543.014869,0,0,0,23886.829436,20468.547358,12272.422332,14180.697736,21718.941605,22599.589049,17256.652269,18939.989764,14487.872207,18686.018492,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.7835616438356,11.841095890411,56556.462725,-30747.7942,-18047.1911,-17910.44155,-15802.8149,-16164.39135,0.325088,1.378029,1.618128,2.091299,4.519954,13.505615,-156.734804,-64.349368
"88616",88616,1,"F","MBSU",39417,48549,19756,41791,0.02,0.006,0,328659.886629,0,0,0,32927.197478,32842.660805,17064.723322,21738.680299,29612.873699,33074.269557,23874.759757,27484.763203,0,27038.120172,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.3698630136986,18.5150684931507,30206.401138,-20889.56215,-9722.534,-8926.15695,-13811.08795,-14144.90975,0.281335,1.035018,1.233541,1.780492,3.92567,10.00072,-28.263627,-207.817657
"88618",88618,1,"F","MBSU",41091,49126,26359,41791,0.02,0.006,0,452579.61048,0,0,0,55796.894213,56832.204871,50219.023567,35443.207319,41200.722012,56259.146446,53003.703197,44575.211369,52216.511924,47302.103462,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,20.0958904109589,32910.641013,11130.6727,14585.5486,10463.11125,-4020.59865,-6730.0648,2.492721,3.266022,4.140741,4.981887,10.787873,26.996704,28.381051,-400.26518
"89655",89655,1,"M","MBSU",40878,48914,27607,41791,0.02,0.006,0,319602.339846,0,0,0,39653.859036,38566.763318,32447.856754,22782.864657,27094.84195,39259.544544,35948.810705,30171.495697,34263.181872,31614.163632,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.8602739726027,19.5150684931507,25620.585428,2949.17595,6637.16015,2664.92685,-4903.315,-6189.00175,1.543454,2.414838,2.795384,3.720224,7.253643,16.835504,14.173371,-259.200858
"90249",90249,1,"M","IBRP",38169,45108,21033,41791,0.02,0.006,0,131275.30084,0,0,0,12887.636344,12342.581712,7772.771447,5992.843908,10850.232563,12769.299623,10101.205687,9056.424655,9059.817757,10020.502084,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.8712328767123,9.08767123287671,31513.429112,-20005.77915,-13436.9958,-13023.67305,-8092.22465,-8854.37605,0.229188,0.899939,1.040418,1.281577,2.516992,-15.075579,-5.548639,-166.018623
"92172",92172,1,"M","IBRP",41183,48488,26420,41791,0.02,0.006,0,159983.792233,0,0,0,0,22821.239428,19887.218222,14985.140379,17000.660604,22727.176014,21240.749832,18456.436957,20762.498582,19276.407895,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1123287671233,18.3479452054795,329.131358,-10411.4025,-10429.1091,-12729.84055,-9402.30375,-8112.737,0.172875,0.584166,0.708544,0.887792,1.727728,4.189135,23.275225,-189.235046
"92414",92414,1,"F","IBRP",39142,49004,26420,41791,0.02,0.006,0,143647.08865,0,0,0,14099.429295,12785.734203,7220.714911,9090.901317,12963.923095,13639.332919,10166.496949,11645.208997,0,11348.30127,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1123287671233,19.7616438356164,19798.252546,-16325.6863,-8711.2166,-6727.6514,-8560.684,-8625.66315,0.242427,0.803212,0.980818,1.231434,2.393323,5.797693,43.237868,-279.095856
"93391",93391,1,"M","IBRP",38169,48761,20941,41791,0.02,0.006,0,372854.416443,0,0,0,36604.08392,35055.993565,22076.5989,17021.163188,30817.351815,36267.978279,28689.929694,25722.492413,25732.129665,28460.711443,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.1232876712329,19.0958904109589,28228.061695,-32224.7123,-20704.75495,-20754.22105,-13788.12365,-16112.18375,0.410064,1.431356,1.717035,2.142715,4.178882,10.147949,23.649532,-398.336648
"93588",93588,1,"M","IBRP",38718,44927,21033,41791,0.02,0.006,0,371650.103478,0,0,0,34031.94907,29521.641003,18135.027236,19410.777959,30757.544786,32361.850658,25043.166128,26450.809084,21258.772101,26645.149775,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.8712328767123,8.59178082191781,105903.008348,-56912.4074,-35694.94155,-33829.8931,-26168.84705,-26280.7422,0.663192,2.651502,3.048363,3.747162,7.36818,-78.176795,30.96851,-501.002198
"93652",93652,1,"F","IBRP",36739,45505,19391,41791,0.02,0.006,0,309665.148015,0,0,0,17245.74141,21218.886301,9862.80909,11128.340813,24151.608483,19020.263579,13206.92566,14543.142217,12670.708503,16840.201119,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.3698630136986,10.1753424657534,119040.04812,-32411.4367,-25274.25385,-19905.5891,-15177.22085,-20253.24775,0.595603,2.270522,2.64941,3.27483,6.418919,15.649156,-93.106803,-392.020406
"94502",94502,1,"F","IBRP",38961,44805,26115,41791,0.02,0.006,0,379237.134126,0,0,0,34996.338995,32531.542569,18850.368673,21134.556362,31431.483567,34195.453809,25884.347483,27981.690556,22477.314823,28102.477872,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.9479452054794,8.25753424657534,126247.093575,-63904.30705,-41687.47715,-38094.55625,-30106.23055,-28809.7457,0.86129,3.251726,3.804898,4.707771,9.222938,-119.635898,208.713242,-876.175326
"94812",94812,1,"F","IBRP",38384,48611,20333,41791,0.02,0.006,0,451490.116754,0,0,0,41434.437214,38226.050539,23117.864537,21467.110897,37153.751337,40426.853997,31228.105191,30716.746308,27268.170757,32538.562703,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.7890410958904,18.6849315068493,50481.017291,-42471.48865,-26519.31225,-25981.29535,-19315.10335,-22064.22455,0.58093,2.028709,2.43379,3.036927,5.922219,14.381803,33.55226,-564.690274
"95099",95099,1,"F","IBRP",38718,48945,26238,41791,0.02,0.006,0,391741.244784,0,0,0,35871.692127,31117.560001,19115.393961,20460.110865,32420.275868,34111.309378,26396.981948,27880.721085,22408.006261,28085.567695,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.6109589041096,19.6,57097.158381,-40943.87555,-24583.7071,-24282.0815,-19876.94695,-21523.8112,0.660522,2.193356,2.676398,3.359372,6.529472,15.81922,114.414204,-756.385016
"95452",95452,1,"F","IBRP",38473,45047,26390,41791,0.02,0.006,0,150106.878134,0,0,0,0,0,11879.975798,10300.363077,0,19751.190038,15573.565789,14800.938442,13854.314586,15903.82692,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1945205479452,8.92054794520548,53175.604183,-22145.38535,-11116.4105,-23391.2834,-15476.4461,-2362.82725,0.352526,1.298106,1.531158,1.899921,3.716028,-23.449175,49.015835,-339.95837
"95818",95818,1,"M","IBRP",36526,45292,27791,41791,0.02,0.006,0,318800.960621,0,0,0,20476.978177,0,10358.25736,12371.915856,27703.144168,22589.053346,14765.400618,16734.873562,13782.05158,19147.546101,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.3561643835616,9.59178082191781,150360.140739,-41781.48265,-13222.20545,-23811.74295,-18685.22415,-25155.96785,0.783278,2.835036,3.362388,4.181044,8.168271,-4.786142,34.958085,-713.1242
"95926",95926,1,"M","IBRP",40057,49188,26634,41791,0.02,0.006,0,356312.549586,0,0,0,50106.047504,47574.059374,28899.920378,24090.189905,30471.041321,49249.709212,38226.286404,35198.21025,33807.684917,35419.582363,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.5260273972603,20.2657534246575,2726.318901,-34585.971,-21438.2634,-21493.8372,-16392.3958,-14817.12335,0.38896,1.29314,1.576543,1.978337,3.846025,9.318797,65.373764,-443.751453
"96407",96407,1,"M","IBRP",39965,48731,20699,41791,0.02,0.006,0,177235.093791,0,0,0,28401.1136,27713.619659,16771.537085,11993.660969,15117.237937,28225.55072,21925.67247,18710.472903,19643.927406,19264.593097,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.786301369863,19.013698630137,-5985.439027,-14250.0154,-9002.15375,-9012.773,-6314.49125,-5546.8393,0.11776,0.412643,0.494619,0.61692,1.203463,2.923494,6.121225,-113.812441
"98062",98062,1,"F","IBRP",38534,45108,22678,41791,0.02,0.006,0,303616.119127,0,0,0,28320.893263,25243.105718,16778.676132,15279.03077,25466.664244,27238.39032,21990.938039,21414.358619,19223.631083,22524.113018,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.3643835616438,9.08767123287671,87854.31836,-47964.8922,-30645.5203,-30611.6441,-21168.62735,-22097.2112,0.621901,2.361789,2.75885,3.411317,6.685265,-37.437043,30.493817,-523.072323
"98502",98502,1,"M","IBRP",38018,45323,25263,41791,0.02,0.006,0,224639.199523,0,0,0,20360.997335,18888.244897,12090.70255,9540.886198,18073.473581,19927.33526,15836.436974,14368.400502,14027.984883,15884.657799,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.2821917808219,9.67671232876712,66599.095419,-33787.42615,-22242.3508,-21818.56265,-13664.0468,-15554.29875,0.478642,1.764296,2.080259,2.581193,5.048781,0.463987,-7.597895,-396.928472
"98645",98645,1,"F","IBRP",40513,48914,21276,41791,0.02,0.006,0,166444.845941,0,0,0,21129.759851,18967.948339,14205.177044,12197.930999,14804.543096,20276.340456,17378.429343,16174.228675,15550.323121,16122.062355,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.2054794520548,19.5150684931507,1957.833231,-15180.98835,-9027.3992,-10205.21775,-7968.0731,-7126.9682,0.165398,0.569473,0.686253,0.857558,1.671339,4.05564,14.898811,-168.037193
"100322",100322,1,"F","DBWB",39356,48853,26785,41791,0.02,0.009,0,321274.037298,224891.826108,0.05,96382.211189,15930.689685,0,8168.617865,11222.03879,15289.038689,15824.700436,11490.036269,13742.992819,10002.049371,13330.226769,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.1123287671233,19.3479452054795,99155.279968,-35478.6375,-10464.2663,-20391.1002,-17918.26745,-15764.3501,-1.291218,-1.785002,-3.44246,-5.857492,-12.890276,-25.061862,-64.221385,-16.076567
"101183",101183,1,"M","DBWB",40422,49919,26938,41791,0.02,0.009,0,343019.579742,291566.642781,0.05,51452.936961,39826.217288,37373.997555,25577.4294,20168.836575,25485.230856,38908.791027,32025.572736,28581.015008,28788.780078,29100.492507,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.6931506849315,22.2684931506849,8397.086792,-46466.49055,-30269.08955,-31114.75655,-20484.8133,-17007.6614,-0.637905,-0.730849,-1.708941,-2.563312,-5.06851,-13.102023,-69.347704,-38.87777
"101262",101262,1,"M","DBWB",37926,44866,21245,41791,0.02,0.009,0,113898.753371,51449.258714,0.05,56949.376685,0,7093.163265,4716.505715,3380.770819,0,7556.049321,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.2904109589041,8.42465753424658,30946.538283,-4252.8871,-9501.34395,-4374.40015,-3099.2621,0,-0.572146,-1.285923,-2.261364,-2.383198,-3.818721,-8.08716,-3.373211,0
"101900",101900,1,"M","DBWB",39387,48884,26481,41791,0.02,0.009,0,151866.566444,106306.596511,0.05,45559.969933,0,0,6124.233944,7988.526227,0,12101.414425,8644.060502,10069.48795,0,9890.055824,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.9452054794521,19.4328767123288,46431.002147,-16129.9917,-5921.5806,-10709.0659,-12893.1121,-1710.0497,-0.607123,-0.841265,-1.627659,-2.687038,-5.989318,-12.016043,-30.484234,-7.786416
"101928",101928,1,"F","DBWB",37987,46753,26390,41791,0.02,0.009,0,148108.251581,71883.951415,0.05,74054.12579,8127.47883,7495.158572,4857.507179,0,0,7935.604222,6341.941007,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1945205479452,13.5945205479452,38921.21835,-14744.467,-9824.2013,-7307.3181,0,0,-0.668147,-1.22749,-2.607981,-3.570097,-5.33343,-11.214186,-9.20948,0
"102920",102920,1,"M","DBWB",38687,48183,20546,41791,0.02,0.009,0,165570.432993,91136.479325,0.05,66228.173197,6768.37009,6223.139236,3720.393213,3756.022864,5998.566574,6590.663287,5059.255008,5189.300895,4397.235135,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.2054794520548,17.5123287671233,43916.778979,-14417.9891,-9284.7204,-8418.09615,-5684.73975,-5443.89205,-0.763134,-1.196086,-2.425582,-4.028877,-6.752403,-12.477762,-17.198578,-0.637988
"103448",103448,1,"F","DBWB",40330,49096,26085,41791,0.02,0.009,0,450930.498755,345142.704699,0.05,67639.574813,52519.055926,49084.677668,34956.847643,24339.575992,30550.955303,51237.319313,42998.552052,36112.828774,38891.361102,37306.952129,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.0301369863014,20.013698630137,-1563.599071,-52581.903,-34304.3456,-36028.1157,-22227.75515,-18127.5005,-0.79058,-1.014893,-2.084047,-3.125812,-6.172466,-16.20353,-69.011625,-24.145587
"104827",104827,1,"M","DBWB",40269,47574,20455,41791,0.02,0.009,0,401175.274208,314605.443764,0.05,80235.054842,39168.69264,35703.807074,25932.513414,21277.046936,26346.681958,37836.08827,31998.254754,29213.057071,28703.51744,29452.23634,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.4547945205479,15.8438356164384,22789.671457,-51572.0627,-32814.0242,-34995.4867,-23563.1248,-19284.9673,-1.019116,-1.309899,-2.629627,-3.786242,-7.225217,-18.305859,-79.804771,-35.320037
"104905",104905,1,"F","DBWB",40118,47788,21582,41791,0.02,0.009,0,392905.733093,301314.536361,0.05,78581.146619,40341.590231,41547.580508,24157.680913,19969.888008,25320.874981,40946.765685,31353.722303,28746.272256,28623.263829,29544.030874,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.3671232876712,16.4301369863014,14869.285081,-49245.5645,-34069.49435,-31801.65865,-21347.3791,-17614.28685,-0.870985,-1.084948,-2.282648,-3.353784,-6.470237,-16.862116,-73.22801,-28.354421
"105991",105991,1,"M","DBWB",37043,45444,22463,41791,0.02,0.009,0,337029.193397,134811.677359,0.05,202217.516038,0,0,0,0,0,0,0,0,7662.212151,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.9534246575342,10.0082191780822,126994.795355,0,-20.73675,-48.38565,0,0,-1.718404,-2.891377,-4.672653,-6.235594,-11.40843,-16.477996,-0.392668,0
"106014",106014,1,"M","DBWB",37408,45444,19756,41791,0.02,0.009,0,373596.751327,168118.538097,0.05,205478.21323,24363.862457,0,13998.553082,0,0,0,18656.299698,15979.346782,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.3698630136986,10.0082191780822,104410.434816,-39262.54595,0,-21923.94185,-7474.29475,0,-1.921906,-5.610259,-6.621823,-7.037187,-12.413793,-24.665983,-6.190703,0
"106023",106023,1,"F","DBWB",38961,46631,20515,41791,0.02,0.009,0,171606.44879,94822.852483,0.05,60062.257076,0,0,0,0,0,0,0,0,31736.025707,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.2904109589041,13.2602739726027,62534.356294,0,-8920.31125,-20800.2211,0,0,-0.903915,-2.07164,-3.027113,-3.225002,-5.505394,-12.604628,-17.013445,-0.464075
"106630",106630,1,"F","DBWB",37196,44866,20637,41791,0.02,0.009,0,336418.559058,134567.423623,0.05,201851.135435,5695.374746,6329.349754,0,2598.127419,5478.846978,6014.879222,0,4006.108882,4347.170901,4771.867374,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.9561643835616,8.42465753424658,104001.239469,-11148.82605,-10033.1461,-3629.5105,-4975.8298,-5760.84605,-2.399019,-4.275307,-4.618312,-6.167888,-11.340885,-19.33065,-2.538358,0
"107220",107220,1,"M","DBWB",39114,46784,26724,41791,0.02,0.009,0,455265.448857,295922.541757,0.05,159342.9071,21519.226136,19462.729805,11113.052627,13722.574691,19715.992043,0,15581.812947,17675.736236,13307.806507,17289.965762,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.2794520547945,13.6794520547945,134936.910188,-37306.88705,-24224.0351,-28193.3882,-23036.28085,-20857.98785,-1.891244,-2.740144,-5.210163,-8.701325,-19.137854,-35.694691,-82.103189,-15.658853
"107640",107640,1,"M","DBWB",40391,49888,21885,41791,0.02,0.009,0,217031.345384,184476.643576,0.05,32554.701808,0,33028.457245,22014.708493,15954.675695,20138.244881,0,27513.744022,23556.728811,24977.424327,24346.980093,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,54.5369863013699,22.1835616438356,5964.046147,-15026.1301,-21042.48705,-27449.30145,-17009.4936,-13857.11505,-0.477457,-0.584681,-1.244928,-1.81714,-3.478711,-8.716485,-43.293456,-23.19782
"108416",108416,1,"M","DBWB",38777,45352,26238,41791,0.02,0.009,0,127101.112956,73056.605701,0.05,50840.445182,4755.954675,4015.190367,2515.520265,2775.530502,4298.045279,4473.058101,3486.592802,3738.977387,2931.366891,3714.281599,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.6109589041096,9.75616438356164,35691.831129,-10631.0043,-6697.70345,-6303.411,-4788.1563,-4544.449,-0.541934,-0.828781,-1.620185,-2.89752,-5.274101,-9.991567,-17.717718,0
"108913",108913,1,"F","DBWB",37591,44531,26420,41791,0.02,0.009,0,350241.274207,122557.926091,0.05,192632.700814,13833.694128,0,0,4791.803214,9831.005849,14292.653249,0,8412.422635,10155.104352,10081.034903,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1123287671233,7.50684931506849,64485.293621,-26894.67645,-10127.58965,-8553.8176,-10194.18835,-11043.14845,-1.680609,-3.834022,-7.465908,-7.885571,-12.203741,-12.340796,0,0
"109391",109391,1,"M","DBWB",37469,44774,26908,41791,0.02,0.009,0,322753.942366,141396.800701,0.05,177514.668301,12428.589943,13326.068147,0,4505.029721,9317.444095,12910.849373,9699.188592,7765.166628,8990.930303,9240.367408,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.7753424657534,8.17260273972603,63226.966495,-27551.41755,-20687.91805,-11574.97235,-9060.2077,-9975.4041,-1.474821,-2.492794,-5.772869,-8.243477,-12.218339,-21.58395,-5.850782,0
"110695",110695,1,"F","DBIB",38473,49065,21276,41791,0.02,0.0085,0,218096.892507,0,0,0,26821.709908,25337.392123,15884.868,13772.747572,0,26409.569509,0,19790.524612,0,21265.210941,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.2054794520548,19.9287671232877,39167.472151,-19487.5262,-10734.336,-7527.9422,-12332.0102,-1720.49585,0.253077,0.918992,1.15013,1.562485,3.301881,8.164792,49.719928,-350.779714
"111090",111090,1,"M","DBIB",41214,48884,28034,41791,0.02,0.0085,0,187429.220526,0,0,0,21453.397069,21653.811718,18554.100421,14262.335106,16126.846819,21552.103619,19974.297141,17530.730781,19468.373359,18234.844842,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.6904109589041,19.4328767123288,25565.801167,1708.46695,4287.15315,1810.0107,-3374.277,-4070.97205,1.111281,1.710372,2.202522,3.022102,5.799948,13.819882,133.718874,-479.473662
"112685",112685,1,"M","DBIB",38108,45413,22647,41791,0.02,0.0085,0,154901.559371,0,0,0,13169.300898,12395.939127,7919.285705,6228.90798,11345.089388,12961.105769,10306.809587,9336.000262,9192.609501,10285.287116,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.4493150684931,9.92328767123288,50208.065537,-20211.9349,-13046.98905,-13168.00535,-8619.9338,-9623.3366,0.24655,1.015048,1.177864,1.47902,3.513669,9.713275,-25.754973,-240.722115
