"","recordID","gender","productType","age","ttm","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","fmv"
"107268",107268,"M","DBWB",40.6082191780822,12.1753424657534,471478.0963,353608.572225,0.05,117869.524075,0,38554.571602,24122.857707,24512.565683,0,40808.367276,32041.325046,32887.383796,28028.225622,32569.996803,94001.091715
"107462",107462,"F","DBWB",44.0301369863014,6.92054794520548,284373.719129,113018.660922,0.05,156405.545521,0,0,11744.326997,6872.398269,13917.213927,0,0,0,13669.385907,0,74162.241241
"107618",107618,"M","DBWB",52.6164383561644,8.50684931506849,133272.563773,72098.564227,0.05,53309.025509,10194.615142,9373.380687,0,0,9035.126154,0,0,0,6623.178002,8053.758338,30419.584449
"107755",107755,"M","DBWB",42.1945205479452,12.2602739726027,151669.34815,92018.738584,0.05,53084.271852,9337.859051,0,5029.72856,5639.204388,8386.670485,0,6906.562097,7466.183319,0,7498.412259,41034.154686
"108060",108060,"M","DBWB",53.1205479452055,16.758904109589,148260.315269,103782.220688,0.05,44478.094581,10888.987468,0,5669.982063,6354.831881,8699.349503,10976.981803,7910.452787,0,6983.911595,8531.291501,33744.661384
"108988",108988,"M","DBWB",37.772602739726,18.7616438356164,147961.485977,96174.965885,0.05,51786.520092,0,14983.930604,0,10653.860959,0,15984.284882,0,13647.319795,0,0,37838.418585
"109053",109053,"M","DBWB",41.9452054794521,7.17260273972603,93807.561129,46582.349495,0.05,46903.780565,0,0,0,0,9714.627935,0,9865.824443,8111.289411,0,0,21345.589
"109186",109186,"F","DBWB",58.0383561643836,10.427397260274,132943.542153,67425.627742,0.05,53177.416861,10361.522408,0,5945.554207,0,0,10060.96836,0,0,6924.355246,0,35564.444392
"109417",109417,"M","DBWB",59.6219178082192,17.5972602739726,134808.374601,79124.184328,0.05,53923.34984,6479.508256,5620.768773,3452.816013,0,5856.078504,6161.530099,4768.090166,5036.098153,0,5073.099622,35885.65494
"109436",109436,"F","DBWB",61.5397260273973,16.1780821917808,145535.464762,80186.230751,0.05,58116.057379,18235.975175,0,10477.766192,0,0,0,0,0,0,14350.615186,38285.619503
"110166",110166,"F","DBIB",52.5342465753425,9.92328767123288,416130.9976,0,0,0,33717.689475,31256.601303,17757.468481,23687.113468,32974.359342,32903.121371,24653.44593,29058.262152,21293.523002,28223.426585,138302.423558
"110320",110320,"M","DBIB",45.6958904109589,9.92328767123288,147533.385445,0,0,0,23238.258422,0,12246.529761,0,0,23208.791031,16983.240013,0,14924.345186,18632.049699,46188.609208
"110436",110436,"F","DBIB",36.6054794520548,19.2657534246575,415668.763596,0,0,0,49136.221077,44682.686666,30153.807247,26311.853241,33859.621659,47540.807007,38713.264117,36802.821577,34229.255304,37062.873071,63960.866389
"110840",110840,"F","DBIB",59.8739726027397,9.75616438356164,172249.690622,0,0,0,22898.131584,23175.362148,14392.823511,8257.183548,10646.551544,23101.417344,18246.02276,13960.162546,16739.750647,14979.390891,35888.055236
"111090",111090,"M","DBIB",37.6904109589041,19.4328767123288,187429.220526,0,0,0,21453.397069,21653.811718,18554.100421,14262.335106,16126.846819,21552.103619,19974.297141,17530.730781,19468.373359,18234.844842,25565.801167
"111330",111330,"M","DBIB",54.0356164383562,12.2602739726027,174566.271111,0,0,0,16663.435874,0,8975.564834,10063.176172,14966.037189,16282.096017,12324.779586,13323.425239,10702.527891,13380.937875,47796.799472
"111336",111336,"M","DBIB",39.441095890411,9.92328767123288,159512.373036,0,0,0,13439.732842,12695.975843,7959.536618,6901.202366,11775.761689,13233.218907,10434.227247,9916.569992,9282.335767,10655.500893,55794.718565
"111437",111437,"M","DBIB",37.3534246575342,8.50684931506849,400353.165002,0,0,0,39537.289572,37302.032448,23476.110561,18041.988198,34277.41694,38960.419488,30750.716191,27534.131541,0,30644.462669,144853.878903
"111587",111587,"M","DBIB",60.041095890411,18.6849315068493,156568.37396,0,0,0,17771.83846,17411.975386,15473.727392,12840.904237,14197.580555,17640.673217,16599.986234,15134.127318,16058.552669,15467.775989,15132.606665
"111649",111649,"F","DBIB",38.6082191780822,7.25753424657534,388976.839791,0,0,0,34381.027414,32980.026932,21165.539994,13803.07954,26926.841693,34114.724801,27230.849732,22474.835284,24549.982836,25749.543328,162278.655488
"112381",112381,"M","DBIB",45.4438356164384,18.6,412653.424912,0,0,0,55917.578846,55612.973364,34252.533084,21099.771387,27028.84569,56022.071017,43989.77611,34946.679777,39941.613717,36964.721044,59736.01609
"113515",113515,"F","DBIB",44.8630136986301,7.33972602739726,412545.014895,0,0,0,36989.873632,40302.89989,22884.410647,12902.081847,26628.01285,38652.459258,29385.614357,22600.344875,27566.206629,27294.468803,161715.782614
"113606",113606,"M","DBIB",44.2821917808219,17.3452054794521,155540.656517,0,0,0,0,16942.052661,9619.875774,5423.623379,11193.566646,16248.260101,12352.774298,9500.463591,11587.953364,11473.723456,34521.44811
"114150",114150,"M","DBIB",38.3561643835616,18.4328767123288,367402.904651,0,0,0,49665.947183,50047.574246,31325.148913,20543.840475,26163.634955,50038.590214,39660.108271,32529.129014,36352.848515,34364.493325,57549.656099
"114190",114190,"M","DBIB",61.958904109589,9.17260273972603,392384.081564,0,0,0,39896.629065,37898.896642,0,16507.084658,31714.440964,39433.547971,32208.038118,26480.171025,29172.643328,30325.133452,112368.364117
"114599",114599,"F","DBIB",46.1972602739726,19.2657534246575,172350.528696,0,0,0,0,15888.532136,8477.323868,11277.993401,15417.6817,16168.873583,11806.612224,13895.850398,10352.008335,13588.735458,32182.12773
"114758",114758,"F","DBIB",59.8739726027397,10.2602739726027,406469.235601,0,0,0,23199.768175,27930.088596,13254.755292,14087.713973,30524.788847,25363.418043,17757.70352,18968.275283,16921.843287,21994.184094,168166.588455
"114816",114816,"F","DBIB",52.5342465753425,9.75616438356164,137596.000394,0,0,0,13149.577322,12291.491601,7432.913221,6735.077135,11517.250766,0,9975.175311,9692.11871,8767.532745,10307.238276,46929.427536
"114968",114968,"M","DBIB",53.2876712328767,18.6,416301.824438,0,0,0,49893.727461,47420.866476,40602.511836,29889.738984,35503.799642,48940.806248,45106.982742,38757.808198,42648.020967,40194.631434,47579.802966
"115188",115188,"M","DBIB",61.2082191780822,10.0904109589041,168453.098329,0,0,0,15065.885941,13428.593089,8925.764399,8127.996978,13547.519679,14490.026073,11698.535112,11391.811743,10226.408842,11982.168589,47597.559296
"115405",115405,"F","DBIB",53.4493150684931,19.3479452054795,127107.133785,0,0,0,13289.190277,0,6814.163056,0,12753.932712,13200.775317,9584.850455,11464.239789,8343.58963,11119.9153,21861.128589
"115943",115943,"F","DBIB",46.613698630137,17.8465753424658,441731.451664,0,0,0,37125.776232,36172.573847,21203.566894,18518.903022,31725.730475,37015.072913,28308.96192,27001.118217,25242.814512,29095.880171,94753.21287
"116233",116233,"M","DBIB",46.9506849315068,10.5095890410959,421205.497846,0,0,0,26394.116537,31680.500563,14417.528822,14436.145207,31218.57765,28792.133735,19746.083636,20456.266652,18624.287168,23717.446283,169945.153567
"116282",116282,"F","DBIB",61.5397260273973,18.4328767123288,428227.752696,0,0,0,37240.667654,33636.579726,19823.195371,23473.643438,34625.257012,35969.401396,27381.12816,30417.518203,23516.876502,30118.702143,74691.900686
"116536",116536,"M","DBIB",61.2082191780822,19.8465753424658,409359.748601,0,0,0,48728.830331,0,25402.730302,30228.762229,40622.24756,0,35420.057533,39365.169579,31356.108402,39039.269888,58285.46137
"117061",117061,"M","DBIB",46.9506849315068,23.1835616438356,163515.720946,0,0,0,22724.644873,21977.217332,14648.641608,10616.280761,13400.038068,22472.940215,18307.713482,15674.70575,16620.040069,16200.540913,14522.843207
"118018",118018,"M","DBIB",51.9534246575342,19.9287671232877,202648.075996,0,0,0,21877.241191,21493.038882,20275.272091,17393.694516,18697.460538,21737.299794,21071.119627,19536.154366,20649.186122,19917.608868,19825.378125
"118120",118120,"F","DBIB",46.5315068493151,9.67671232876712,194031.807439,0,0,0,18543.131346,17107.283788,10345.925452,0,16627.398304,18092.208173,13975.497079,13746.648914,12203.309757,14561.965423,64807.631537
"118148",118148,"M","DBIB",53.2876712328767,9.75616438356164,399061.652262,0,0,0,39689.842738,39947.008614,20666.81563,23163.060725,31708.716234,40010.577913,28833.22513,31111.317284,25456.02644,31096.152788,103540.876585
"119294",119294,"M","DBIB",52.0356164383562,6.67671232876712,177322.36724,0,0,0,15811.87787,16856.617349,10251.814086,7045.44432,0,16418.287566,12871.882226,10989.889722,12109.320056,13026.660803,73049.77887
"119367",119367,"F","DBIB",52.7013698630137,19.8465753424658,401483.662632,0,0,0,46711.520314,46173.179936,40062.974197,30112.080759,35181.769355,46541.814387,43342.61062,37625.269197,41904.836122,39321.202853,44374.763423
"119768",119768,"F","DBIB",39.7753424657534,10.0904109589041,168445.651128,0,0,0,0,15954.633497,8453.934402,11057.299856,15163.324167,16382.567055,11904.798485,13892.123391,10347.893404,13548.754467,57350.462247
"119834",119834,"F","DBIB",39.1945205479452,20.013698630137,178131.668873,0,0,0,16069.021438,14662.458233,9438.12755,8268.886299,14013.824777,15601.650908,12423.709455,11869.165303,10919.144537,12623.451728,32023.790571
"119978",119978,"F","DBIB",59.958904109589,19.4328767123288,190119.702563,0,0,0,18538.298658,0,9440.300109,12314.043796,16910.691173,18653.922262,13324.527775,15521.776119,11694.656465,15245.187548,29692.097093
"120094",120094,"F","DBRU",53.1205479452055,13.3424657534247,202869.152049,0,0,0,18955.862115,20653.65837,0,0,0,19807.87216,15058.976937,11581.791965,14126.601705,13987.346707,-4629.213121
"120441",120441,"F","DBRU",45.8630136986301,14.1780821917808,197009.042065,0,0,0,12878.529388,11598.865697,7399.5615,6838.191938,11394.492676,12437.762405,9846.58321,9660.114689,8581.255524,10134.627715,-4351.450033
"120473",120473,"F","DBRU",41.1123287671233,13.427397260274,618743.783643,0,0,0,41786.593488,41862.64478,21279.082311,27756.697191,38117.854862,42047.217002,30034.397213,34987.145308,26360.555772,34363.695746,-13863.766477
"120557",120557,"M","DBRU",59.958904109589,15.6821917808219,617302.13359,0,0,0,47812.650234,51665.805459,30181.872485,15831.960275,32287.710681,0,38361.956667,28422.083524,36038.46359,34506.765193,-13254.246716
"120733",120733,"M","DBRU",38.5260273972603,15.0931506849315,245687.462842,0,0,0,15832.775413,14112.140456,9380.107063,8541.73138,14237.120692,15227.602906,12294.018407,11971.682089,10746.957404,12592.089503,-5671.878492
"120921",120921,"M","DBRU",44.4438356164384,5.67397260273973,417590.982608,0,0,0,25280.184171,23322.667393,14104.786078,13097.620086,22668.430891,24665.432506,19053.046297,18741.053482,16636.991476,19852.589129,-3851.080745
"121072",121072,"F","DBRU",42.8630136986301,7.17260273972603,417484.124446,0,0,0,21139.85852,22845.882844,0,9680.444697,20483.419108,22091.36767,16498.539658,14932.709223,15328.297997,17485.175854,-4087.324053
"121250",121250,"M","DBRU",46.613698630137,12.3424657534247,615777.900752,0,0,0,39979.377544,36345.386459,21456.13542,24896.964804,36803.123783,38715.361025,29515.95617,32457.875935,25441.091874,32287.3795,-12078.292143
"121387",121387,"M","DBRU",47.3616438356164,19.013698630137,462966.527733,0,0,0,32218.131852,28342.071142,16912.142545,18698.591798,28044.784205,30800.887492,23526.149835,25255.14928,19993.300594,25102.514864,-13077.880418
"121541",121541,"M","DBRU",52.8684931506849,15.5972602739726,143597.795985,0,0,0,19455.108789,17951.006153,13114.691372,11555.542581,13910.008974,18874.109784,16022.684729,0,0,15079.274281,-5525.997582
"121971",121971,"F","DBRU",56.7041095890411,14.8438356164384,592526.025442,0,0,0,41047.582005,35173.541069,21089.163943,24368.380692,37322.242324,38835.563643,0,32546.838628,24896.235144,32110.409565,-12126.470659
"122614",122614,"F","DBRU",42.9479452054794,8.33972602739726,807462.494349,0,0,0,29262.902393,36797.568138,0,17675.432831,38028.704974,32547.442316,22656.480913,23861.751457,21974.847457,28009.025352,-7078.837528
"122978",122978,"F","DBRU",38.9452054794521,13.8438356164384,175898.336077,0,0,0,10808.773114,10072.210327,5564.789533,7269.66746,10302.684906,10569.742296,7814.339369,9116.163165,6729.502424,8893.306589,-3565.654825
"123224",123224,"F","DBRU",55.8712328767123,10.1753424657534,730355.154082,0,0,0,36982.495196,39967.048583,22015.063766,16935.165349,35834.106839,0,28862.878296,26123.582927,26815.633913,30588.919571,-8751.469208
"123234",123234,"M","DBRU",54.8712328767123,13.6794520547945,624753.423606,0,0,0,37821.414418,34892.794405,21102.020298,19595.209979,33913.998138,36901.690995,28505.059736,28038.290606,24890.425838,29701.247255,-11622.751298
"123673",123673,"M","DBRU",52.4493150684931,23.1835616438356,341336.9252,0,0,0,29403.364081,26971.268379,16875.406527,17148.030966,22363.447637,28547.935567,22414.856167,23006.725734,19607.448975,22784.694224,-13152.432412
"123946",123946,"M","DBRU",58.6219178082192,6.59178082191781,722622.530629,0,0,0,33530.281518,35394.416547,22261.090497,15300.817099,31771.637386,34679.216273,27623.646943,23586.849145,26034.268483,27972.459983,-6131.498328
"124269",124269,"M","DBRU",52.7835616438356,10.3424657534247,284369.944146,0,0,0,0,20980.648024,0,14371.960414,21244.880341,22348.733689,17038.307962,18736.5533,14686.061862,18638.132949,-4854.849484
"124286",124286,"M","DBRU",45.7780821917808,14.9260273972603,182144.363906,0,0,0,12488.348423,11797.241192,7396.089471,6412.673577,10942.168021,12296.45339,9695.599378,0,8625.249073,9901.209298,-3802.936677
"124457",124457,"M","DBRU",61.2082191780822,14.8438356164384,244197.701702,0,0,0,9277.684336,10584.353965,5289.916528,4767.548074,10118.77911,9915.547211,7089.822013,6949.000847,6641.817326,8068.683768,-3135.104649
"124461",124461,"M","DBRU",36.8575342465753,15.4301369863014,591928.70981,0,0,0,0,48710.848461,28846.300583,0,34834.590939,47468.270887,36758.944111,28990.838097,34306.137633,34599.282757,-13382.857374
"124700",124700,"F","DBRU",56.9561643835616,19.5150684931507,450802.086369,0,0,0,50402.198022,49072.594636,30398.205458,25748.820492,32130.043598,50000.851879,39312.646291,36482.212903,35325.104813,36880.34468,-20006.826933
"125359",125359,"F","DBRU",62.2082191780822,12.841095890411,219291.14462,0,0,0,0,13017.565052,7805.002146,9018.625115,13812.78946,14372.862689,10974.867419,12045.434614,9213.981609,11883.914234,-3779.54792
"125423",125423,"M","DBRU",38.7753424657534,21.1808219178082,451009.12624,0,0,0,0,39596.87559,24775.007367,25175.250908,32832.073056,41911.601527,32907.546599,33776.478133,28785.954995,33450.510738,-16740.67673
"125522",125522,"M","DBRU",42.6958904109589,22.6027397260274,166196.878275,0,0,0,19678.221793,18702.918696,16013.741084,11788.594338,14002.795129,19302.387075,17790.316659,15286.184952,16820.495447,15852.871944,-9592.4791
"125888",125888,"M","DBRU",38.441095890411,8.17260273972603,165608.78556,0,0,0,13183.649374,12523.508293,8428.228511,5454.68681,0,13030.626451,10642.991438,8750.24528,9639.959815,0,-2299.450197
"125947",125947,"F","DBRU",57.6191780821918,21.6,170281.543135,0,0,0,25698.938404,25558.945978,15741.985903,9697.160292,12422.080048,25746.961547,20217.086827,16061.00603,18356.607919,0,-9302.949897
"126223",126223,"F","DBRU",40.1945205479452,21.1808219178082,421341.541484,0,0,0,0,59250.011432,39492.360186,28621.219282,36126.157228,60586.467547,49357.12364,42258.602664,44807.19962,43676.240708,-23289.492169
"126733",126733,"M","DBRU",60.4547945205479,7.42465753424658,166621.891273,0,0,0,0,18282.14234,10826.585656,0,13074.109157,0,0,10880.833436,12875.770207,12985.793355,-1945.387423
"126798",126798,"F","DBRU",55.8712328767123,7.00547945205479,496645.002066,0,0,0,32520.831527,32999.818368,20882.108201,12529.871721,25134.957142,33013.498826,26311.762203,20834.540358,24334.566447,24588.938729,-6404.465455
"127389",127389,"M","DBRU",56.9561643835616,7.33972602739726,396461.561313,0,0,0,25931.441178,28254.010495,16042.924463,9044.896444,18667.345441,27096.98291,20600.538887,15843.782532,19325.058334,19134.558806,-4976.774763
"127503",127503,"M","DBRU",61.2931506849315,18.8465753424658,370984.640325,0,0,0,38268.16561,34005.255394,26046.313476,24261.373148,28825.996601,36565.739747,31663.30719,30689.673427,28307.196109,30179.81388,-14195.07158
"127660",127660,"M","DBRU",59.8739726027397,21.6,174080.649628,0,0,0,20271.272185,19783.635752,12357.797485,9934.783052,12418.541682,20129.034203,15896.110704,14367.410304,14324.724121,14628.359207,-7834.212206
"128314",128314,"M","DBRU",37.3534246575342,8.17260273972603,734200.821,0,0,0,46758.128978,44416.822645,29892.193321,19346.005204,37168.752242,46215.406296,37747.239196,31034.282374,34189.811302,35540.508921,-10217.608567
"128899",128899,"F","DBRU",42.1945205479452,23.6027397260274,138288.332425,0,0,0,16373.764087,15562.238381,13324.639869,9808.99924,11651.381228,16061.041267,14802.884684,12719.258316,13995.920321,13190.784616,-8363.396809
"128989",128989,"M","DBRU",46.5315068493151,9.92328767123288,220448.455587,0,0,0,18534.38045,0,11145.546395,8766.520803,15966.998141,0,14505.730531,13139.42039,0,14475.439959,-2934.791035
"129634",129634,"M","DBRU",39.027397260274,6.83835616438356,462667.36362,0,0,0,0,24050.088524,10224.247977,0,26749.031862,21460.61876,0,16113.810728,13502.287383,18514.525959,-2940.848966
"130019",130019,"F","DBSU",39.6931506849315,18.4328767123288,153129.632296,0,0,0,19829.133351,17974.931734,13476.93515,10503.960339,13069.762437,19102.986332,16398.282348,14551.865783,14748.059587,14763.798564,-8012.683272
"130344",130344,"M","DBSU",54.2027397260274,10.0082191780822,137577.903873,0,0,0,14578.716977,14215.823755,8376.378902,5809.233095,0,14592.061867,11163.456271,9561.635583,9984.394232,10964.159441,-3255.029704
"130629",130629,"M","DBSU",54.0356164383562,15.9260273972603,395089.658089,0,0,0,45261.554398,45058.288481,41516.821909,27274.781579,31885.731179,45225.043529,43409.45067,35225.427633,42633.971238,37598.587473,-17128.042371
"130723",130723,"M","DBSU",59.958904109589,10.5945205479452,454893.810672,0,0,0,41647.411626,38407.230675,24891.187686,19319.963073,36626.557109,40664.193958,32497.830278,29242.496542,28773.040346,32370.145049,-10398.564216
"130841",130841,"F","DBSU",37.4383561643836,9.67671232876712,455233.367306,0,0,0,41320.767178,38331.951865,24536.966282,19362.349042,36678.448586,40440.689971,32138.589007,29159.344313,28468.502194,32236.448725,-9971.724546
"131002",131002,"M","DBSU",46.1150684931507,6.67671232876712,192223.532712,0,0,0,15326.216503,17680.919663,8565.389578,0,16795.528695,16453.638483,11595.482157,11414.383307,10856.007358,13296.394875,-2733.899628
"131399",131399,"F","DBSU",44.2821917808219,18.5150684931507,462077.710478,0,0,0,61090.680349,59479.116198,36844.564834,31209.213562,38943.663175,60604.223213,47649.435987,44218.7701,42816.281256,44701.331221,-24152.606708
"131429",131429,"M","DBSU",48.4465753424658,18.2657534246575,497002.426988,0,0,0,0,0,219820.275873,0,0,0,0,0,0,0,-10817.610852
"131905",131905,"F","DBSU",59.2931506849315,10.1753424657534,127448.411817,0,0,0,16927.619448,15434.942521,8871.363795,9994.375221,14933.593334,0,0,13383.199718,0,13358.637834,-3060.246122
"132281",132281,"F","DBSU",54.0356164383562,19.6,446626.970607,0,0,0,40996.443444,37641.847631,23309.171331,20626.028529,36226.683095,39923.260122,31192.777545,29951.739499,27301.247801,32006.862925,-16746.866085
"132368",132368,"M","DBSU",45.6109589041096,9.59178082191781,424654.530345,0,0,0,44030.372794,40604.79676,0,20425.403243,38722.237487,42990.897861,34357.27519,30915.679364,30419.362054,34222.284129,-9697.898508
"132387",132387,"M","DBSU",38.1917808219178,9.00547945205479,392593.908443,0,0,0,29569.639548,31421.326637,18044.061507,14914.746311,31263.123151,30704.062563,23369.958618,21940.095168,21708.974718,25431.887518,-7683.305073
"132534",132534,"F","DBSU",60.041095890411,8.50684931506849,406705.519691,0,0,0,36941.865473,34853.341731,21935.02204,16857.622464,32027.27701,36402.864007,28732.086418,25726.654364,25582.128592,28632.807905,-7974.915754
"133656",133656,"M","DBSU",41.9452054794521,23.9315068493151,392218.249536,0,0,0,54371.019884,49379.174592,37693.211334,0,33501.611716,52443.672128,45441.098766,38608.467595,41093.010674,39686.982848,-23457.018124
"133799",133799,"M","DBSU",61.1260273972603,9.33972602739726,158909.01291,0,0,0,18146.612516,16497.146412,9738.925403,11300.715541,16704.913075,17572.87627,13397.272608,0,0,14655.219789,-3502.358044
"134239",134239,"F","DBSU",46.6986301369863,10.5945205479452,204395.505455,0,0,0,18761.716894,17226.511114,10667.268592,9439.34828,16578.871607,18270.582542,14275.142238,13707.190423,12494.212645,14647.702347,-4880.84124
"134466",134466,"F","DBSU",44.9479452054794,19.1808219178082,188344.945895,0,0,0,18969.404452,0,10899.169512,10072.301323,16783.495505,18320.177594,14503.505312,14228.846871,12639.743393,14927.779896,-7040.227974
"135271",135271,"M","DBSU",60.7068493150685,19.7616438356164,184224.422891,0,0,0,24870.076946,25171.182101,15632.307242,8968.277147,11563.41316,25090.869306,19817.336988,15162.386303,18181.347466,16269.388736,-8628.93869
"135348",135348,"M","DBSU",46.3616438356164,21.013698630137,199222.539319,0,0,0,17498.95786,16222.837593,9082.853966,12135.082222,16701.567729,17076.676368,12701.594593,14982.807591,10939.080001,14496.018298,-7966.085136
"135373",135373,"M","DBSU",46.1150684931507,12.2602739726027,163964.678245,0,0,0,22723.550175,21575.270433,13106.377842,10925.121144,13818.895539,22335.192938,17335.970015,15962.709823,15332.093884,16063.104098,-6437.561826
"135385",135385,"F","DBSU",53.5342465753425,21.1808219178082,192243.966489,0,0,0,17614.694123,16061.430974,9231.443334,10400.036639,15539.732539,17079.983071,12852.012582,13926.41004,11034.572063,13900.851214,-7738.052426
"135572",135572,"F","DBSU",52.9534246575342,9.17260273972603,151982.431119,0,0,0,13839.89919,12464.709838,7951.931632,7348.656373,12245.080567,13366.229376,10581.621153,10381.232936,9221.837975,10891.167901,-3325.788085
"135655",135655,"M","DBSU",61.041095890411,18.7616438356164,402715.060638,0,0,0,49471.82535,48177.482742,44585.521313,0,40857.667056,48987.505561,47007.346588,42981.621662,45703.85047,43937.746898,-19054.111897
"135677",135677,"M","DBSU",53.8684931506849,19.6,134047.698692,0,0,0,12383.637721,10742.414616,6599.022786,7063.246411,11192.13863,11775.917792,9112.77506,9624.991988,7735.69952,9695.709204,-4871.217467
"135913",135913,"F","DBSU",39.441095890411,19.013698630137,417027.882949,0,0,0,45674.60422,44645.633461,24067.662945,26503.172617,34917.899168,45501.53273,33378.404218,35648.797439,29275.853873,35259.801382,-19189.269795
"135959",135959,"M","DBSU",54.4520547945205,8.75342465753425,397803.226648,0,0,0,35559.889071,38396.497849,23259.315364,11950.288328,24140.537033,37019.387996,29038.688864,21295.115245,27468.264187,25944.866852,-7549.70368
"135973",135973,"F","DBSU",54.2876712328767,9.33972602739726,462536.261973,0,0,0,28447.507679,35772.224098,16631.079612,17182.916597,36969.055982,31640.525699,22025.170507,23196.856849,21362.530393,27228.569234,-7980.65346
"136605",136605,"F","DBSU",62.5424657534247,18.7616438356164,414233.54371,0,0,0,40800.118613,38137.675681,23062.622746,20897.39763,35735.384175,40016.69521,30950.678178,30072.41855,27203.640632,0,-13883.434272
"136915",136915,"M","DBSU",54.5369863013699,21.013698630137,409178.339858,0,0,0,49655.535464,49126.440787,44472.566287,31293.217755,36287.22787,49491.934247,47054.123454,39512.332118,45910.257493,41659.821156,-23438.900179
"137804",137804,"F","DBSU",60.5397260273973,20.4328767123288,161413.312678,0,0,0,20459.151502,18678.290453,0,0,18248.959271,19865.698093,15629.223565,0,13672.356962,16303.107736,-6494.911381
"138242",138242,"F","DBSU",46.613698630137,8.83835616438356,447438.94013,0,0,0,35616.412769,40632.630519,20307.637526,0,38845.319635,38065.125897,27217.354906,26676.75182,25497.494723,30975.140044,-7986.501015
"138498",138498,"M","DBSU",40.027397260274,17.0109589041096,414244.913699,0,0,0,38537.375458,35164.098836,22634.898236,19830.7767,33608.519916,37416.508596,29795.041203,28465.111046,26186.73292,30274.071178,-14969.839401
"138743",138743,"M","DBSU",38.6931506849315,9.17260273972603,159649.767062,0,0,0,15987.285918,15341.97464,8465.85351,10769.493983,14774.10104,15815.361038,11719.115382,13488.380173,10235.446723,0,-3599.889297
"138961",138961,"M","DBSU",38.441095890411,18.0958904109589,189011.540761,0,0,0,19726.602925,18078.138049,10343.863287,11455.055349,17149.227944,19166.567588,14396.850739,15467.409946,12381.012253,0,-7141.675148
"139241",139241,"F","DBSU",38.6931506849315,9.00547945205479,155535.302024,0,0,0,21293.580275,20813.87231,11220.386508,0,16278.78559,21212.894044,15561.070355,16619.53164,13648.454217,0,-4244.521229
"139919",139919,"M","DBSU",45.7780821917808,16.6821917808219,402364.606849,0,0,0,45671.79574,44746.984679,39765.886821,32999.802285,36486.320792,45334.714565,42660.256129,38893.149583,41268.827592,39750.592326,-18999.590628
"140271",140271,"M","ABSU",38.6931506849315,19.2657534246575,140326.309647,0,0,0,17970.189008,17977.240737,13484.658005,9204.044618,11115.416462,17996.399797,15606.1931,12928.933667,14745.633222,13592.36763,19655.259348
"140487",140487,"M","ABSU",44.7780821917808,19.6,379433.723366,0,0,0,43172.379987,42169.005372,36637.561294,30845.621008,34184.985556,42801.375705,39814.262543,36559.194133,38282.78211,37211.545783,42366.637021
"140790",140790,"F","ABSU",60.5397260273973,10.0082191780822,420426.002305,0,0,0,41086.192775,41691.335532,26382.053681,0,31755.021197,41708.619159,33241.774067,26321.957383,30743.822994,31065.192041,89202.577623
"140924",140924,"M","ABSU",54.0356164383562,18.6,187492.372919,0,0,0,18688.032456,17234.098,11169.177271,8669.256572,16435.073905,18246.842884,14582.431015,13121.697199,12911.042748,0,24705.818479
"141278",141278,"F","ABSU",37.6904109589041,19.4328767123288,180183.860931,0,0,0,15912.568483,14527.463466,9130.804795,8831.014362,14193.541415,15450.996653,12155.982632,12200.592081,10633.985308,12680.111309,30943.237831
"141512",141512,"F","ABSU",53.1205479452055,9.59178082191781,397159.330296,0,0,0,28698.786819,0,14517.250408,17339.422479,38826.364995,31658.891308,0,23454.172029,19315.748487,26835.568164,138042.278417
"142346",142346,"F","ABSU",45.8630136986301,20.1808219178082,218361.270563,0,0,0,23807.787369,21442.147618,13679.138473,0,21064.335114,22992.967113,18202.805019,17858.091522,15863.667405,0,36168.883478
"142460",142460,"M","ABSU",37.3534246575342,19.5150684931507,396439.988899,0,0,0,47063.206456,46386.719829,39876.915459,31728.568385,35552.128023,46828.444932,43368.514172,38727.274325,41800.775187,39795.361645,52189.682749
"143351",143351,"F","ABSU",37.0246575342466,10.0904109589041,380442.332156,0,0,0,56443.217313,54122.434157,32931.441511,25468.214967,32201.952781,55700.854131,43310.901609,38418.600299,38508.723091,39077.259888,102607.643227
"143395",143395,"M","ABSU",60.6219178082192,9.42465753424658,431830.096674,0,0,0,39178.03445,35774.805945,23787.987167,17051.12592,32416.260353,38109.400289,30815.85575,26651.53506,27298.091077,29750.215826,89503.88979
"143942",143942,"F","ABSU",46.0301369863014,10.0082191780822,188935.001419,0,0,0,0,33634.297957,20354.572317,14555.96099,18346.852245,34255.596873,26609.826138,0,23840.613949,23380.239471,49257.073048
"144010",144010,"F","ABSU",56.6191780821918,13.5095890410959,176341.521557,0,0,0,19875.367767,19824.340118,10300.532017,13121.805037,17874.790461,19964.142758,14411.175771,0,0,16320.629246,29445.880062
"144229",144229,"F","ABSU",46.0301369863014,18.0958904109589,405167.98834,0,0,0,37515.532879,34380.52588,19671.686236,21784.921976,32613.949155,36450.472455,27379.550818,29415.512067,23545.882381,29455.339523,65375.853908
"144454",144454,"M","ABSU",44.0301369863014,9.67671232876712,412939.861781,0,0,0,37595.361772,40625.119878,23732.179862,12448.761388,25388.012542,39150.325995,30164.227084,22348.447684,28337.251119,27132.867864,109732.512483
